date,Tmax,Tmin,Rain,SolarRad
1/1/1951,1.899999976,-4,7.599999905,1.8144
1/2/1951,2,-2.200000048,2.099999905,1.840319934
1/3/1951,0.5,-2.599999905,0,1.9872
1/4/1951,0,-5.900000095,3.700000048,4.7088
1/5/1951,4.900000095,-3.299999952,0,4.0176
1/6/1951,5.800000191,-2.400000095,0,4.000319934
1/7/1951,5.599999905,-0.899999976,6.199999809,2.471040033
1/8/1951,5.099999905,-1.899999976,0,4.112639868
1/9/1951,4.400000095,-3.599999905,3.299999952,2.782080066
1/10/1951,2.900000095,-8.699999809,0,5.296319934
1/11/1951,6.900000095,-2.5,5.900000095,2.920319934
1/12/1951,4.300000191,0.300000012,9.699999809,2.194559967
1/13/1951,3.099999905,-0.200000003,0.400000006,3.0672
1/14/1951,4.699999809,-1.799999952,0.800000012,3.827519934
1/15/1951,6.599999905,-2.299999952,20.29999924,2.004480066
1/16/1951,0.899999976,-2.900000095,15.19999981,2.229119934
1/17/1951,2.299999952,-4.699999809,8.199999809,1.589759967
1/18/1951,4.400000095,0.600000024,26.70000076,1.226879984
1/19/1951,2.599999905,0.100000001,20.70000076,2.142719934
1/20/1951,5,0.400000006,32.59999847,0.457920016
1/21/1951,4.300000191,1.899999976,17.79999924,0.803520016
1/22/1951,4.400000095,1.799999952,6.5,1.8144
1/23/1951,3.299999952,1.399999976,0.200000003,2.099519934
1/24/1951,2.5,0.200000003,0,2.557440033
1/25/1951,2.400000095,-1.600000024,0,2.738880066
1/26/1951,4.5,-0.899999976,0.100000001,2.928960132
1/27/1951,3.700000048,-2.200000048,0,3.7584
1/28/1951,0.5,-1.299999952,0,2.557440033
1/29/1951,0.300000012,-1.600000024,0.899999976,2.013119934
1/30/1951,0.100000001,-1.299999952,0.5,2.2032
1/31/1951,0.300000012,-1.200000048,1,2.358719934
2/1/1951,0.400000006,-1.200000048,0,2.782080066
2/2/1951,0.899999976,-1.100000024,0,3.084480066
2/3/1951,2,-2.900000095,0.699999988,6.246720264
2/4/1951,6,-1.799999952,0.5,7.464960132
2/5/1951,2.799999952,0,2.400000095,3.360960132
2/6/1951,3.299999952,-1,0,3.602880066
2/7/1951,5.900000095,-3,0,8.173439868
2/8/1951,6.199999809,-3.599999905,0,3.853439868
2/9/1951,9.699999809,0,0.300000012,5.253119934
2/10/1951,7.199999809,0.600000024,0.100000001,5.520960132
2/11/1951,7.699999809,-0.400000006,3,3.7584
2/12/1951,8.800000191,-0.100000001,0,7.767360132
2/13/1951,5.599999905,-1.200000048,0,3.620160132
2/14/1951,4.199999809,1.100000024,1.399999976,3.939839868
2/15/1951,4.800000191,-1.799999952,3.200000048,5.123519934
2/16/1951,6.599999905,-2.400000095,0.300000012,8.182079736
2/17/1951,8.199999809,-3.200000048,21.5,6.678720264
2/18/1951,6.199999809,-2.700000048,0,8.406720264
2/19/1951,3.299999952,-4.099999905,13.10000038,4.942080066
2/20/1951,4.800000191,-0.899999976,15.5,7.128
2/21/1951,4.099999905,-0.5,17.39999962,5.132160132
2/22/1951,2.799999952,-1.200000048,4.699999809,6.229439868
2/23/1951,2.299999952,-1.600000024,1.700000048,6.7392
2/24/1951,2.200000048,-7.199999809,2.400000095,5.304960132
2/25/1951,4.099999905,-2.799999952,0,8.562239868
2/26/1951,1.600000024,-6.699999809,12.30000019,7.162560132
2/27/1951,1.5,-6.099999905,1.100000024,7.499520264
2/28/1951,0.100000001,-8.699999809,1.600000024,5.978879736
3/1/1951,-2,-5.5,0,5.253119934
3/2/1951,-0.300000012,-7.599999905,1.100000024,5.460480066
3/3/1951,-2,-9.100000381,0.100000001,4.0176
3/4/1951,-0.5,-4.400000095,0,3.179519934
3/5/1951,5.400000095,-6.599999905,0,10.11743987
3/6/1951,5.099999905,-9.199999809,0,9.365760132
3/7/1951,7.300000191,-8.800000191,0,12.51935947
3/8/1951,4.699999809,-1.799999952,1,5.391360132
3/9/1951,3.400000095,0.400000006,2.200000048,4.890239868
3/10/1951,6.5,-1.5,0,9.313920264
3/11/1951,6,-4.300000191,1.100000024,5.469119934
3/12/1951,8.699999809,-0.200000003,0,13.70304053
3/13/1951,13,-1.600000024,8.199999809,8.208
3/14/1951,7.800000191,1.399999976,5.5,10.18656013
3/15/1951,9.600000381,1.5,0,9.815039868
3/16/1951,9.800000191,-1.600000024,9.5,7.974720264
3/17/1951,13.89999962,5.699999809,13.60000038,7.456320264
3/18/1951,10.5,6.5,8,6.082560132
3/19/1951,8.600000381,4.699999809,12.80000019,5.598720264
3/20/1951,4.800000191,1,2.200000048,5.0544
3/21/1951,2.299999952,-3.700000048,0.100000001,15.67295947
3/22/1951,6,-5,3.299999952,5.892479736
3/23/1951,15,2.299999952,13.10000038,16.08767974
3/24/1951,14.5,0,17.5,6.384960132
3/25/1951,0.699999988,-4.099999905,9.5,6.497279736
3/26/1951,1.299999952,-7.5,7.699999809,5.987520264
3/27/1951,4.400000095,0.5,30.60000038,6.212160132
3/28/1951,3.599999905,-2.200000048,0.100000001,15.61247974
3/29/1951,3.099999905,-6.300000191,0.100000001,11.69855947
3/30/1951,6.900000095,-5.300000191,0.100000001,13.58207974
3/31/1951,5.400000095,-2.299999952,1.600000024,8.873279736
4/1/1951,8.5,-2.5,8.199999809,12.94272026
4/2/1951,6.5,2.299999952,3.5,7.8624
4/3/1951,7.400000095,0,0,13.75487974
4/4/1951,11.30000019,-3.5,0.100000001,18.88704053
4/5/1951,9.600000381,1.299999952,0.600000024,7.827839868
4/6/1951,13.89999962,-1.200000048,0.100000001,19.69055947
4/7/1951,15.89999962,3.200000048,15.60000038,14.3856
4/8/1951,6.699999809,-0.300000012,0.400000006,16.92575947
4/9/1951,9.800000191,0.800000012,16.10000038,9.5472
4/10/1951,6.699999809,1.200000048,4.599999905,12.744
4/11/1951,6,-1.799999952,1.5,12.7872
4/12/1951,8.5,-2.200000048,0,17.86752026
4/13/1951,10.19999981,-3.200000048,2.700000048,16.90847974
4/14/1951,6.699999809,1.600000024,2.099999905,11.68127974
4/15/1951,8.600000381,-0.699999988,0,20.736
4/16/1951,17.10000038,-2.400000095,0,22.2048
4/17/1951,17.10000038,3.299999952,0,19.50912026
4/18/1951,15.39999962,3.900000095,5.699999809,11.35295947
4/19/1951,16.60000038,6.800000191,0,15.00767974
4/20/1951,13.89999962,4.400000095,0,8.976960132
4/21/1951,14.19999981,4.199999809,0,14.58432026
4/22/1951,11.80000019,-1.5,0,24.44255947
4/23/1951,16.70000076,-1.899999976,0,25.03871895
4/24/1951,19.10000038,-0.800000012,0,24.77088105
4/25/1951,22.5,1.399999976,0,25.1856
4/26/1951,17.60000038,4.900000095,3.799999952,11.4912
4/27/1951,11.69999981,7.5,6.199999809,9.037439868
4/28/1951,7.800000191,3.599999905,0.699999988,10.5408
4/29/1951,4.300000191,0.699999988,0.600000024,8.9424
4/30/1951,7.800000191,0.600000024,0.300000012,13.53887974
5/1/1951,16.20000076,-0.800000012,0,25.69535947
5/2/1951,18.5,0.800000012,0,22.74911895
5/3/1951,19.70000076,4.099999905,5.699999809,15.10272026
5/4/1951,14.80000019,4.5,5,11.80224053
5/5/1951,16.10000038,3.799999952,1.299999952,22.45535947
5/6/1951,18.60000038,1.5,0,23.8032
5/7/1951,13,5.5,2.599999905,9.5904
5/8/1951,15.39999962,4.699999809,0.100000001,20.37312026
5/9/1951,12.30000019,5.300000191,9.800000191,9.6336
5/10/1951,10.30000019,6.800000191,1.899999976,6.194879736
5/11/1951,9.899999619,5,0,11.52575947
5/12/1951,11.30000019,2.900000095,0,19.84607974
5/13/1951,14.5,-0.5,1.299999952,23.38848105
5/14/1951,8.800000191,4.800000191,4.099999905,8.8992
5/15/1951,7.199999809,2.700000048,4.900000095,11.37024053
5/16/1951,7.099999905,3.200000048,9.800000191,8.717760132
5/17/1951,12.60000038,4.5,2.900000095,14.3424
5/18/1951,13.89999962,4.199999809,1.299999952,18.28224053
5/19/1951,20.20000076,2,0,26.2656
5/20/1951,17.70000076,5.699999809,0.300000012,15.56927974
5/21/1951,18.10000038,6.699999809,0.100000001,21.1248
5/22/1951,19,5.199999809,3.799999952,14.88672026
5/23/1951,22,4.599999905,0,22.55904053
5/24/1951,25.89999962,8.100000381,0,23.83775947
5/25/1951,24,11.69999981,0.300000012,21.31487974
5/26/1951,23.5,11.10000038,5.300000191,16.45055947
5/27/1951,12.69999981,9.100000381,15,7.585920264
5/28/1951,16.79999924,3.799999952,0,27.57888105
5/29/1951,16.60000038,4,4.699999809,16.12224053
5/30/1951,13.19999981,8.300000191,0,11.09375947
5/31/1951,15.19999981,7.900000095,3.700000048,12.00095947
6/1/1951,13.80000019,9,9.600000381,9.512639868
6/2/1951,16.70000076,6.199999809,7,16.64064053
6/3/1951,16,8.699999809,0,16.92575947
6/4/1951,17.5,4.599999905,0,17.66015947
6/5/1951,16.79999924,5.800000191,10.80000019,13.53024053
6/6/1951,17.29999924,8.699999809,4.900000095,12.7872
6/7/1951,20,7.800000191,0,25.36704053
6/8/1951,18.89999962,7.5,21.60000038,11.98367974
6/9/1951,17.60000038,10.89999962,1.899999976,12.42432026
6/10/1951,16.5,9.199999809,0.600000024,17.04672026
6/11/1951,19.29999924,8.399999619,0,19.68192026
6/12/1951,23.79999924,6.5,12.60000038,22.79231895
6/13/1951,19.10000038,11.39999962,0,26.15328105
6/14/1951,26.60000038,5.800000191,0,28.296
6/15/1951,28.10000038,7.800000191,1.5,22.7664
6/16/1951,21.5,11.10000038,5,18.2736
6/17/1951,22.79999924,11.30000019,2.599999905,17.27135947
6/18/1951,24.39999962,10.5,13.5,18.41184053
6/19/1951,15.30000019,8,4.5,9.573120264
6/20/1951,18.79999924,5.199999809,0.200000003,24.74495947
6/21/1951,24.89999962,6.5,0,27.05184053
6/22/1951,23.5,11.80000019,3.799999952,13.72032026
6/23/1951,18,12.19999981,8.399999619,10.6704
6/24/1951,15.69999981,10,3.799999952,17.1072
6/25/1951,16.60000038,8.300000191,2.799999952,19.54367974
6/26/1951,14.10000038,7.800000191,3.400000095,14.15232026
6/27/1951,16.10000038,8,25.20000076,16.52832026
6/28/1951,16.10000038,10.5,13.30000019,11.9232
6/29/1951,15.89999962,8.199999809,0,16.38144053
6/30/1951,19.39999962,6.699999809,0,25.272
7/1/1951,20.29999924,6.400000095,0,27.63071895
7/2/1951,23.5,6.199999809,0,26.05824053
7/3/1951,25.29999924,8,0,27.48384053
7/4/1951,24.60000038,9.800000191,2.299999952,26.90495947
7/5/1951,17.89999962,10.5,0,18.59327974
7/6/1951,20.29999924,5.199999809,0,27.01728105
7/7/1951,25.29999924,6.099999905,0,28.47744053
7/8/1951,24.89999962,10,7.400000095,20.68415947
7/9/1951,19.89999962,13.10000038,18.60000038,13.57344053
7/10/1951,26.20000076,10.39999962,0,27.16415947
7/11/1951,29,12.10000038,14.19999981,20.3904
7/12/1951,20.20000076,13.19999981,0,15.87167974
7/13/1951,22.89999962,10.19999981,11.80000019,20.65824053
7/14/1951,22.70000076,12.19999981,5,16.39007974
7/15/1951,22,13.10000038,15.10000038,17.41824053
7/16/1951,14.5,9.699999809,15.30000019,6.687360132
7/17/1951,18.60000038,9.199999809,0,20.53727974
7/18/1951,22.79999924,7.400000095,0,26.19648105
7/19/1951,21.79999924,10.60000038,0,17.44415947
7/20/1951,23,9,0,21.73824053
7/21/1951,23,11.39999962,0,20.9088
7/22/1951,26.5,9.300000191,14.80000019,26.352
7/23/1951,20.70000076,13,0.600000024,14.80895947
7/24/1951,15.30000019,10.69999981,12.10000038,9.728639868
7/25/1951,13.19999981,9.100000381,3.200000048,7.568639868
7/26/1951,18.39999962,10.60000038,0,12.12192026
7/27/1951,21.60000038,7.699999809,0,19.88927974
7/28/1951,25.20000076,8.699999809,0,24.87455947
7/29/1951,27.5,9.800000191,0,24.2352
7/30/1951,27.89999962,11.60000038,0.5,23.43168105
7/31/1951,30.60000038,13.60000038,21,24.56351895
8/1/1951,28,15,5.400000095,18.80927974
8/2/1951,27.10000038,14.69999981,1.299999952,18.21312026
8/3/1951,26.10000038,13.19999981,17.79999924,21.56544053
8/4/1951,22.20000076,14.5,3.700000048,14.31647974
8/5/1951,21.10000038,11.5,0,19.71647974
8/6/1951,25.60000038,8.399999619,11.19999981,23.72544053
8/7/1951,21.60000038,13.69999981,17,13.74624053
8/8/1951,16.29999924,12.5,7.900000095,8.605439868
8/9/1951,14.69999981,9.399999619,4.800000191,13.28832026
8/10/1951,17.29999924,8.899999619,0.800000012,14.93855947
8/11/1951,19.10000038,9,0,19.92384053
8/12/1951,22.10000038,7.400000095,2.400000095,22.57631895
8/13/1951,18.5,12.80000019,2.599999905,15.31872026
8/14/1951,18.10000038,9.399999619,0.899999976,22.36895947
8/15/1951,20,7.699999809,0,20.25215947
8/16/1951,20.39999962,8.800000191,0,14.7312
8/17/1951,19.5,7.699999809,0,12.43295947
8/18/1951,22.5,8.899999619,0,19.3536
8/19/1951,24,6.800000191,0,21.69504053
8/20/1951,17.79999924,10.89999962,22.29999924,8.475839868
8/21/1951,14.10000038,11.5,10.5,5.184
8/22/1951,15.80000019,10.19999981,0,6.678720264
8/23/1951,19.79999924,11.39999962,0,10.16927974
8/24/1951,22.29999924,6.199999809,0,20.64095947
8/25/1951,21.60000038,7.5,0.5,13.3056
8/26/1951,22,13.10000038,1.299999952,14.80895947
8/27/1951,17.5,9.300000191,2.700000048,13.98815947
8/28/1951,24.39999962,9.600000381,0,21.83327974
8/29/1951,26.60000038,10,0,21.82464053
8/30/1951,29.70000076,10.80000019,7.300000191,20.14847974
8/31/1951,16.20000076,12.39999962,5.300000191,7.076160132
9/1/1951,19.20000076,9.600000381,3.799999952,18.23904053
9/2/1951,18,10.19999981,20,11.28384053
9/3/1951,15.5,10.39999962,10.69999981,6.600960132
9/4/1951,20.89999962,5,0,20.81375947
9/5/1951,23.39999962,5.599999905,0,20.87424053
9/6/1951,25.5,9,0,20.11392026
9/7/1951,25.89999962,10.60000038,5.599999905,15.01632026
9/8/1951,22.70000076,13.69999981,3.799999952,9.832320264
9/9/1951,21,14.19999981,0,6.8688
9/10/1951,25.39999962,14.5,0.200000003,13.5216
9/11/1951,26.89999962,11.80000019,5.900000095,15.96672026
9/12/1951,26.39999962,13,0,14.18687974
9/13/1951,28.10000038,12.19999981,2.5,15.39647974
9/14/1951,18.89999962,11.5,3.299999952,5.469119934
9/15/1951,19.60000038,6.5,0.100000001,14.54112026
9/16/1951,18.89999962,9,2.099999905,9.3312
9/17/1951,14.19999981,9.5,3.900000095,6.238079736
9/18/1951,14.30000019,4.199999809,0,16.0704
9/19/1951,12.80000019,6.599999905,0.600000024,7.758720264
9/20/1951,14.10000038,5.199999809,0,11.07647974
9/21/1951,15.80000019,0.300000012,0,17.20224053
9/22/1951,20.10000038,0.600000024,0,16.83935947
9/23/1951,18.5,5.099999905,21.70000076,7.56
9/24/1951,16.39999962,7.800000191,0,12.76127974
9/25/1951,20.39999962,3.099999905,10.30000019,14.80032026
9/26/1951,13.60000038,8.800000191,5.900000095,5.806079736
9/27/1951,15.60000038,4.5,0,8.354879736
9/28/1951,15.10000038,3.099999905,5.599999905,8.916479736
9/29/1951,13.89999962,8.800000191,0.100000001,6.203520264
9/30/1951,12.19999981,10.19999981,0.600000024,3.2832
10/1/1951,14.60000038,10.10000038,0,3.732480066
10/2/1951,13.5,9.699999809,0,4.112639868
10/3/1951,13.89999962,8.899999619,0,10.53216013
10/4/1951,15,4.800000191,0,8.925120264
10/5/1951,15.60000038,5.800000191,0,12.01824053
10/6/1951,15.39999962,2.5,0,13.46112026
10/7/1951,10.30000019,0.699999988,0,11.85407974
10/8/1951,12.60000038,1.100000024,0,11.32704053
10/9/1951,12.69999981,-2,0,13.37472026
10/10/1951,11.89999962,-3.5,0,13.03775947
10/11/1951,10.5,-3.700000048,0,12.79584053
10/12/1951,15.5,-3.200000048,0,10.55807974
10/13/1951,18.29999924,-1.899999976,0,11.81087974
10/14/1951,16.5,0.200000003,0,11.81087974
10/15/1951,13.5,-1.600000024,0,11.80224053
10/16/1951,13.19999981,-3.099999905,0,11.60352026
10/17/1951,11.69999981,-2.700000048,0,7.750079736
10/18/1951,10.5,2.799999952,0,3.957119934
10/19/1951,15.89999962,0.600000024,0,9.037439868
10/20/1951,14,3.799999952,0.100000001,5.927039868
10/21/1951,14.69999981,5.599999905,0.699999988,7.464960132
10/22/1951,8.100000381,3,46.40000153,3.291839868
10/23/1951,3.900000095,0.400000006,8.399999619,3.378239868
10/24/1951,5.400000095,0.699999988,2.5,1.304640033
10/25/1951,9,3.799999952,0.899999976,2.151359967
10/26/1951,8.699999809,5.900000095,0.100000001,2.790719934
10/27/1951,9.5,2.5,0,5.382719934
10/28/1951,14.39999962,-0.699999988,0,8.614079736
10/29/1951,14.30000019,2.5,0,8.830079736
10/30/1951,15.10000038,2,0.300000012,6.963839868
10/31/1951,11.39999962,3.5,17.29999924,3.456
11/1/1951,7.5,1.899999976,20.89999962,2.816639868
11/2/1951,8.199999809,1.899999976,6.300000191,4.026239868
11/3/1951,6.199999809,1.600000024,3.700000048,3.335039868
11/4/1951,7.5,-0.100000001,0,8.665920264
11/5/1951,12.80000019,-1.200000048,0,5.2272
11/6/1951,12.89999962,-0.200000003,3.700000048,4.302719934
11/7/1951,14.19999981,6.199999809,1.399999976,4.2336
11/8/1951,12.10000038,3.599999905,5.300000191,2.566080066
11/9/1951,13.80000019,5.800000191,0,6.065279736
11/10/1951,11,3,11.5,3.006719934
11/11/1951,11.10000038,4.400000095,10.39999962,4.916160132
11/12/1951,7.300000191,4.699999809,13.89999962,1.728
11/13/1951,7.800000191,5,5,2.488319934
11/14/1951,6,3.700000048,32.90000153,1.944
11/15/1951,8.100000381,1.200000048,0,6.281279736
11/16/1951,10.60000038,-0.800000012,0,5.676479736
11/17/1951,11.19999981,0.200000003,0.100000001,3.0672
11/18/1951,10.60000038,2.799999952,0.100000001,2.531519934
11/19/1951,8.800000191,1.5,3,2.436480066
11/20/1951,7.800000191,1.100000024,3,2.436480066
11/21/1951,9.100000381,3.799999952,23.5,2.16
11/22/1951,5.699999809,1,7.400000095,3.775680066
11/23/1951,6,0,10.60000038,3.317760132
11/24/1951,10.39999962,2.200000048,5.900000095,1.2096
11/25/1951,9.600000381,6.599999905,26.20000076,1.6848
11/26/1951,6.5,-0.899999976,0,4.181760132
11/27/1951,5,-4.300000191,0,5.762879736
11/28/1951,5.099999905,-4.800000191,3.299999952,6.462720264
11/29/1951,3,-0.300000012,2.200000048,1.944
11/30/1951,2.900000095,-0.600000024,0,1.460159967
12/1/1951,4.400000095,-2.900000095,0,2.436480066
12/2/1951,2.799999952,-1.5,15.39999962,2.125440033
12/3/1951,1.700000048,-1.100000024,1.899999976,2.2464
12/4/1951,2.900000095,-6.400000095,1,1.546559967
12/5/1951,5.400000095,-0.200000003,0,3.386880066
12/6/1951,9.300000191,-1.5,15.30000019,4.4496
12/7/1951,6.5,-2.900000095,0.899999976,3.248639868
12/8/1951,2.599999905,-5.099999905,0.899999976,2.833919934
12/9/1951,7.400000095,-1.700000048,21.20000076,1.4256
12/10/1951,5.400000095,-1.600000024,4.5,1.753919934
12/11/1951,0.699999988,-6.699999809,0,3.905280066
12/12/1951,0.699999988,-10.89999962,0,4.078080066
12/13/1951,3.200000048,-10.10000038,0,4.950719934
12/14/1951,2.099999905,-9.300000191,0,4.760639868
12/15/1951,3.299999952,-7.199999809,0,5.123519934
12/16/1951,7.199999809,-4.699999809,0,2.6352
12/17/1951,8.5,-1.200000048,0,5.0544
12/18/1951,4.5,-2,0,4.968
12/19/1951,8.100000381,-1.899999976,0,5.330880066
12/20/1951,8.699999809,-3.200000048,0,4.985280066
12/21/1951,6.5,-3.299999952,0,5.0112
12/22/1951,5.300000191,-3.799999952,0,5.132160132
12/23/1951,5.699999809,-3.799999952,0,4.968
12/24/1951,6.900000095,-4.800000191,0,5.339519934
12/25/1951,6.900000095,-1.600000024,9.600000381,1.745280066
12/26/1951,4.699999809,1.200000048,6.699999809,1.710719934
12/27/1951,3.400000095,-1.399999976,1.100000024,1.866240033
12/28/1951,3.5,-1.5,0,2.229119934
12/29/1951,2.5,-6.199999809,0.100000001,4.1904
12/30/1951,2,-4.900000095,0.800000012,1.831680066
12/31/1951,5.599999905,0.100000001,15,1.347840033
1/1/1952,6.599999905,-0.300000012,7.800000191,2.047680066
1/2/1952,4.300000191,-1.600000024,17.20000076,1.8576
1/3/1952,4,-1.700000048,8.100000381,2.4192
1/4/1952,-0.300000012,-2.700000048,5,2.047680066
1/5/1952,1.899999976,-2.799999952,3.400000095,1.702080066
1/6/1952,2.400000095,-2,0.100000001,3.430080066
1/7/1952,3.099999905,-7.300000191,0,5.287680066
1/8/1952,5.300000191,-5.900000095,0,6.367679736
1/9/1952,6,-4.400000095,4.900000095,2.151359967
1/10/1952,2.599999905,0.400000006,38.59999847,1.7712
1/11/1952,6.599999905,1.399999976,36.90000153,0.959040033
1/12/1952,2.099999905,-1.799999952,1.200000048,3.853439868
1/13/1952,0.300000012,-5.400000095,0.300000012,4.6224
1/14/1952,0.600000024,-7.900000095,0.800000012,1.693440033
1/15/1952,5.099999905,-1.600000024,2.900000095,3.352319934
1/16/1952,5.900000095,1.700000048,0.800000012,1.537919934
1/17/1952,4.599999905,-0.5,8.100000381,3.335039868
1/18/1952,-0.200000003,-2.299999952,18.60000038,3.4128
1/19/1952,-1.399999976,-3.200000048,20.10000038,2.280959967
1/20/1952,-2.200000048,-7.099999905,1,2.5488
1/21/1952,-1.899999976,-12,0,2.877119934
1/22/1952,-1.399999976,-4.199999809,0,1.883519934
1/23/1952,-2,-9.800000191,0,4.069439868
1/24/1952,-4.099999905,-12.39999962,0,3.888
1/25/1952,-5.099999905,-12.60000038,0.600000024,2.704319934
1/26/1952,-3.400000095,-7.599999905,8.699999809,2.825280066
1/27/1952,-2.400000095,-10,5.400000095,2.566080066
1/28/1952,-2.900000095,-11.19999981,1.700000048,5.590079736
1/29/1952,-0.699999988,-14.5,4.699999809,2.799360132
1/30/1952,0.200000003,-2.799999952,0,2.928960132
1/31/1952,2.099999905,-3.900000095,11.19999981,2.4624
2/1/1952,1.700000048,-3.599999905,11.69999981,6.730560132
2/2/1952,0,-4.599999905,4.199999809,3.646080066
2/3/1952,0.300000012,-6.199999809,5.300000191,2.903039868
2/4/1952,-0.800000012,-4.099999905,6.300000191,3.2832
2/5/1952,-1.100000024,-4.900000095,1.700000048,4.6224
2/6/1952,-1.399999976,-9.199999809,2,3.430080066
2/7/1952,3.099999905,-3.799999952,11.19999981,3.3696
2/8/1952,1.100000024,-1.899999976,17.29999924,2.911680066
2/9/1952,-1.399999976,-3.5,16.10000038,3.853439868
2/10/1952,-2.299999952,-4.800000191,11,3.559680066
2/11/1952,1.5,-3.400000095,34.59999847,3.8448
2/12/1952,1.600000024,-4.199999809,8.800000191,3.162239868
2/13/1952,-2.400000095,-8.699999809,0.400000006,3.7152
2/14/1952,-0.800000012,-16.39999962,0,9.486720264
2/15/1952,-3.599999905,-15.39999962,0,4.121280066
2/16/1952,-5.300000191,-10.5,0,3.888
2/17/1952,2.099999905,-12.19999981,0,7.413120264
2/18/1952,1,-6.5,1,5.849279736
2/19/1952,-0.600000024,-5.599999905,0.5,4.942080066
2/20/1952,1.299999952,-3.599999905,0,3.395519934
2/21/1952,3.799999952,-0.5,0,4.112639868
2/22/1952,7.599999905,-5.599999905,0,9.616320264
2/23/1952,8.600000381,-6.599999905,0,11.94912026
2/24/1952,6.900000095,-8.300000191,0,10.64447974
2/25/1952,2.700000048,-5.599999905,0,3.896639868
2/26/1952,6.099999905,-1.700000048,0,10.6272
2/27/1952,6.900000095,-6.300000191,0,12.43295947
2/28/1952,9.100000381,-6.800000191,0,10.80863987
2/29/1952,4.199999809,-4.5,5.400000095,3.654719934
3/1/1952,5,-0.400000006,0,4.942080066
3/2/1952,9,-3.5,0,8.752320264
3/3/1952,11.80000019,-3.400000095,0,12.6144
3/4/1952,12.60000038,-0.600000024,1.299999952,11.50847974
3/5/1952,7.900000095,1,10.80000019,5.209919934
3/6/1952,7.199999809,0.200000003,0.100000001,7.352639868
3/7/1952,3.400000095,0.200000003,0.100000001,5.3568
3/8/1952,5.599999905,-2.200000048,0,12.19967974
3/9/1952,7.099999905,-4.300000191,4,10.8432
3/10/1952,4.599999905,1.899999976,4.099999905,4.043519934
3/11/1952,7.400000095,-0.400000006,0,7.119360132
3/12/1952,6.5,-2.700000048,0,6.099839868
3/13/1952,7.5,-1.200000048,0,13.59072026
3/14/1952,2.400000095,-3.700000048,0,16.21727974
3/15/1952,7.099999905,-7.199999809,0.100000001,16.51104053
3/16/1952,7.400000095,-3.400000095,1,5.564160132
3/17/1952,12.39999962,0.200000003,0.5,10.80863987
3/18/1952,11.30000019,1.799999952,0,8.3808
3/19/1952,13.30000019,0.600000024,2.099999905,13.27967974
3/20/1952,7.5,3.299999952,18.60000038,5.2272
3/21/1952,6.699999809,2.900000095,6.199999809,10.78272026
3/22/1952,8.899999619,1.799999952,24,4.173119934
3/23/1952,10.10000038,2.200000048,1.600000024,10.25567974
3/24/1952,8.300000191,3.400000095,25.79999924,5.711039868
3/25/1952,8.199999809,3.599999905,34.70000076,5.425919934
3/26/1952,5.699999809,-2.299999952,3,9.357120264
3/27/1952,3.400000095,-6,2,12.83904053
3/28/1952,0.800000012,-3.599999905,17.60000038,5.7024
3/29/1952,6.599999905,-0.800000012,13.80000019,5.9616
3/30/1952,10.30000019,2,6,6.6096
3/31/1952,12.89999962,3.400000095,35,10.87776013
4/1/1952,7.800000191,-3.200000048,15.89999962,4.605119934
4/2/1952,2.099999905,-5.099999905,1.700000048,13.55615947
4/3/1952,2.099999905,-7.400000095,0,13.66847974
4/4/1952,3.200000048,-7.199999809,0,12.76127974
4/5/1952,6.099999905,-4.199999809,0,16.36415947
4/6/1952,7.699999809,-0.699999988,0.300000012,10.68767974
4/7/1952,15.80000019,1.899999976,0,13.44384053
4/8/1952,18.89999962,3.400000095,0,16.3296
4/9/1952,19.89999962,3.700000048,0,18.2304
4/10/1952,22,3.299999952,0,19.69055947
4/11/1952,20.10000038,2.200000048,0,20.76192026
4/12/1952,20.70000076,3.900000095,0,14.23007974
4/13/1952,20,7.099999905,0.300000012,13.94495947
4/14/1952,20.29999924,4.5,0,19.53504053
4/15/1952,21.10000038,6.5,0.699999988,12.32064053
4/16/1952,18.89999962,4.800000191,2.5,17.08127974
4/17/1952,19.20000076,5.699999809,0.400000006,20.01887974
4/18/1952,20.89999962,5.800000191,0,22.43808105
4/19/1952,18.79999924,4.800000191,0.5,14.3424
4/20/1952,17.60000038,5.199999809,9.199999809,16.09632026
4/21/1952,15.89999962,7,4.800000191,10.10016013
4/22/1952,11.80000019,8,8.100000381,7.56
4/23/1952,9.899999619,5.599999905,10.60000038,6.791039868
4/24/1952,8.300000191,4.900000095,7.699999809,7.6032
4/25/1952,8.100000381,5.599999905,0.800000012,4.199039868
4/26/1952,8.399999619,6.199999809,0.100000001,3.481919934
4/27/1952,11.19999981,4.199999809,0,9.754560132
4/28/1952,14,2.400000095,0,19.85472026
4/29/1952,17.79999924,0.5,0,23.52671895
4/30/1952,22,3,0,21.60864053
5/1/1952,22.5,5.099999905,1.5,22.06655947
5/2/1952,20,7.699999809,0.5,21.69504053
5/3/1952,17.70000076,7.900000095,0.400000006,15.8544
5/4/1952,17.5,6.900000095,1.200000048,12.02687974
5/5/1952,16.20000076,5.699999809,0.699999988,23.3712
5/6/1952,19.70000076,2.299999952,0.800000012,21.14207974
5/7/1952,17.89999962,8.399999619,0,19.69055947
5/8/1952,20.89999962,4.699999809,1.5,21.96287974
5/9/1952,17.5,10.10000038,1.100000024,19.58687974
5/10/1952,19.29999924,8.5,0.699999988,16.3728
